公司名称,地区,地址,联系人,职务,电子邮件,电话号码,邮政编码,主营,,客户类别,所属新野,人数,注册资金,开业日期,传真
全冠晶（上海）食品有限公司,上海,上海市闵行区涞亭路８８８号,陈堡塞,,,64193860,201101,生产休闲食品、保健食品、销售自产产品，并提供相关技术服务。（涉及许可经营的凭许可证经营）。,,外资企业,代乳品制造业,30,108,2003-12-16
上海宝怡俱乐部有限公司,上海,上海市长宁区金浜路１１２号,肖兵,,,54614588*505,200335,健身房，游泳池，网球场（室外），美容（除按摩），美发，咖啡厅，饭菜（不含外送），湿点，干点，零售堂饮瓶装酒、国产卷烟。（涉及许可经营的凭许可证经营）。,,有限责任公司,娱乐服务业,30,100,2003-9-11
上海华标进出口贸易有限公司,上海,上海市浦东新区江东路１７１６号３０室,吕京一,,,58646425,200137,经营各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外），机电产品、电子产品、汽配、百货、针纺织品、五金交电、农副产品、工艺品、化工原料（除危险品）、橡塑制品、建材、金属材料的销售，,,私营有限责任公司,机械、电子设备批发业,50,100,2003-9-15
上海双益农牧设备有限公司,上海,上海市浦东新区曹路镇顾高路３１５１号,邢忠泽,,,58631388,201209,农业机械及配件、畜牧机械及配件、乳品机械及配件的生产、销售（涉及许可经营的凭许可证经营）。,,私营有限责任公司,农业生产资料批发业,38,100,2003-9-10
上海百太信息科技有限公司,上海,上海市张江高科技园区郭守敬路３５１号２号楼６５１－１１室,江湧,,,,201203,光电产品，光纤产品，电子产品的研发，销售，芯片的设计，计算机软件的开发，制作，销售提供相关的技术服务，网络技术的开发设计（涉及许可经营的凭许可证经营）,,私营有限责任公司,五金、交电、化工批发业,36,160,2003-9-11
上海卡世摩进出口有限公司,上海,上海市浦东新区川沙镇吴店路３０１号,谢爱丹,,,58592030,201202,自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外，化工原料及产品（除危险品）、橡塑原料及产品、金属材料及制品、机电产品、机械设备、汽车零配件、建材、百货、纺织原料及产品,,私营有限责任公司,化工材料批发业,35,100,2003-9-11
上海康之舟药业经营有限公司,上海,上海市大连路９２３号,房金萍,,,65029556,200086,中成药；配方饮片；化学药制剂；抗生素；生化药品；生物制品（零售），销售医疗器械（二类、一类），食品（不含熟食），酒，日用百货，家用电器，通信设备及相关产品，健身器材，生物技术领域的“四技”服务，验光配,,有限责任公司,药品及医疗器械零售业,30,200,2003-9-12
上海雨田物流有限公司,上海,上海市外高桥保税区华申路２１５号一层南部位,瞿荣良,,,58485088,200131,保税区内仓储物流业务；国际贸易、转口贸易、保税区企业间的贸易及贸易代理；通过国内有进出口经营权的企业代理与非保税区企业从事贸易业务；保税区内商业性简单加工；保税区内商务咨询服务（涉及许可经营的凭许可证,,私营有限责任公司,仓储业,32,300,2003-9-11
上海卓盛家具有限公司,上海,上海市浦东新区机场镇军民村２组黄家宅１０６号,杜美华,,,58935840,201202,办公家具、沙发的生产加工销售，（涉及许可经营的凭许可证经营）。,,私营有限责任公司,种植业,60,150,2003-9-9
上海奉城集贸市场经营管理有限公司,上海,上海市奉贤区奉城镇曙光路一号,杨永根,,,57510496,201411,为本市场内农副产品、小商品经营者提供市场管理服务，自有房屋租赁（上述经营范围涉及许可经营的凭许可证经营）。,,有限责任公司,种植业,40,100,2003-9-11
上海瑞元设备技术有限公司,上海,上海市浦东新区崂山东路５２６号１１层Ａ５室,王京,,,68868772,200120,工程机械设备专业领域及产品的技术开发、技术转让、技术咨询、技术服务；自行开发产品的生产和销售，机械设备及零配件的加工和销售，机械设备融物租赁，商务咨询（涉及许可经营的凭许可证经营）。,,私营有限责任公司,技术推广和科技交流服务业,35,100,2003-9-11
上海丽娃河印业发展有限公司,上海,上海市普陀区金沙江路１００６号２幢２２２室,朱杰人,,,52273309,200062,电脑排版，制版，图文设计，印刷，装订，覆膜，数码快印（限分支）；纸张，印刷材料，印刷机械，工艺品，文教用品（销售）；印刷、计算机专业的四技服务。（凡涉及许可经营的项目凭许可证经营）。,,私营有限责任公司,种植业,45,330,2003-9-10
上海岚灵花鸟市场经营管理有限公司,上海,上海市普陀区灵石路１５３９号,夏鸿兴,,,56054975,200333,为本市场内花鸟鱼虫及工艺品经营者提供市场管理服务（不含国家禁止上市的野生动物及地主重点保护动物）（凡涉及许可经营的项目凭许可证经营）。,,有限责任公司,市场管理服务业,50,300,2003-9-11
上海景鸿国际货运有限公司,上海,上海市卢湾区鲁班路２７９号００１－Ｉ房,王毅,,,,200023,普通货物运输。（涉及许可经营的凭许可证经营）。,,有限责任公司,汽车运输业,50,400,2003-9-10
上海申铁信息工程有限公司,上海,上海市天目东路２２８号９楼,刘福祥,,,51090188,200071,在计算机、硬件，计算机系统集成专业领域内从事＂四技＂服务。计算机软、硬件，通信设备及相关产品，电子产品，电子元器件，办公设备，机电设备，仪器仪表，日用百货，销售。室内保洁服务，寄递业务（信件和其他具有,,有限责任公司,软件开发咨询业,100,100,2003-9-9
上海国信浦西汽车销售服务有限公司,上海,上海市普陀区金沙江路２０３３号,孙志雄,,,52700088,200333,汽车销售（不含小轿车），汽车配件。（凡涉及许可经营的项目凭许可证经营）。,,私营有限责任公司,汽车批发业,75,200,2003-9-9
上海海平水上安全技术咨询服务有限公司,上海,上海市四平路１９０号９０１－９０２室,吴锦红,,,13621933409,200086,水上安全、船舶运输安全、船员技术专业领域内的“四技”服务（涉及许可经营的凭许可证经营）。,,有限责任公司,技术推广和科技交流服务业,350,200,2003-9-9
上海迅成消防工程设备有限公司,上海,上海市黄浦区徽宁路１８３号５５３室,毛晓岚,,,53831724,200010,消防工程，消防产品的销售、调试、维修、保养，消防及电子产品的开发，公共安全工程安装调试维修，楼宇办公自动设备工程安装调试维修，附设分支机构。（以上经营范围涉及许可经营的凭许可证经营）。,,私营有限责任公司,机械、电子设备批发业,80,300,2003-9-7
上海白雪公主干洗管理有限公司,上海,上海市安澜路６９号６０４室Ａ座,孙维,,,53831724,200010,针纺织品、皮衣干洗服务，干洗管理咨询服务，洗涤机械、洗涤剂原料的销售。（以上范围涉及许可经营的凭许可证经营）。,,私营有限责任公司,纺织品批发业,50,100,2003-9-7
上海梯西埃姆叉车贸易有限公司,上海,上海市外高桥保税区华申路１５８号Ｃ部位,棚桥敏彦TE,,,62703306,200131,保税区内以各种叉车，物流用机械及其零部件为主的仓储，分拨业务及相关产品的维修，技术咨询，售后服务，国际贸易，转口贸易，保税区内企业间的贸易及贸易代理，通过国内有进出口经营权的企业代理与非保税区企业从事,,中外合资经营企业,汽车批发业,50,120,2003-11-25
上海戎胜金属制品有限公司,上海,上海青浦出口加工区,黄定国V,,,59737488,201700,生产，加工用于消费性电子产品，组合式家具，储柜等产品的金属制品，销售公司自产产品并提供相关技术服务（涉及许可证经营的凭许可证经营）。,,外资企业,电子元件制造业,50,210,2003-9-12
上海百旺经贸发展有限公司,上海,上海市浦东新区高桥镇江东路１７１６号２５室,查卫东,,,58987815,200137,自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外，化工原料（除危险品）、润滑油、百货、五金、建材、食品（不含熟食）的销售（涉及许可经营的凭许可证经营）。,,私营有限责任公司,化工材料批发业,50,100,2003-9-4
上海石库门时装有限公司,上海,上海市浦东新区沪南公路１５８８号３号楼,王佩平,,,34160602,201204,服装、针纺织品、床上用品、皮革制品、鞋帽的制造、加工、销售，纸制品的加工及销售（涉及许可经营的凭许可证经营）。,,私营有限责任公司,服装制造业,54,206,2003-9-4
上海红藕餐饮管理有限公司,上海,上海市卢湾区中山南一路７２７号裙房,顾福兴,,,62793400,200052,餐饮，点心，饮料，洒的堂吃服务。（涉及许可经营的凭许可证经营）,,私营有限责任公司,冷饮,36,100,2003-9-3
上海农工商旅行社有限公司,上海,上海市静安区南京西路７５８号１６Ｆ,沈水娟,,,62311958,200042,国内旅游，会务服务，火车票，汽车票，船票，订房服务，寄递业务（信件和具有信件性质的物品除外），文教旅游用品，百货，服装。（涉及许可经营的凭许可证经营）。,,有限责任公司,旅行业,30,100,2003-9-5
青木堂家具（上海）有限公司,上海,上海市闵行区华漕镇联友路１００弄１２号,江文义D,,,13917366808,201107,加工，生产家具及木制品，销售自产产品。（涉及许可经营的凭许可证经营）,,港、澳、台独资企业,木制家具制造业,100,101,2003-12-16
上海高机生物工程有限公司,上海,上海市南汇区康桥工业区康桥东路１３６５弄１６号厂房,顾警钟,,,64724008-618,201315,生物工程专业领域的四技服务；发酵工程设备，机电产品，仪器设备，制造，销售；机电产品，仪器设备，销售。（涉及行政许可的凭许可证经营）。,,私营有限责任公司,技术推广和科技交流服务业,50,100,2003-9-4
上海东之华工程咨询有限公司,上海,上海市浦东南路１９５２号１４９室,丁叮,,,,200127,化工、环境、电气自动化、建筑、机械设备等专业技术领域的技术开发、技术转让、技术咨询、技术服务，计算机软件、化工产品（除危险品）、机电设备、仪器仪表的研究、开发及销售，企业形象策划（除广告），咨询服务（,,私营有限责任公司,技术推广和科技交流服务业,40,296,2003-9-2
上海司博投资管理有限公司,上海,上海市长宁区定西路１０１６号４楼Ａ－２室,高菁,,,13901963740,200050,企业宣，企业资产委托管理；销售机电产品，金属材料（除贵稀金属），建筑材料，家用电器，通信设备及相关产品，工艺美术品，计算机软硬件，文化用品。（涉及许可经营的凭许可证经营）。,,私营有限责任公司,企业管理机构,30,100,2003-9-1
迪朗电器（上海）有限公司,上海,上海市闵行区梅陇镇欣梅工业区曹行地块,安吉拉.布查BC,,,54805151,201102,生产汽车，船舶及各类设备用的电机，电器及其零部件，销售自产产品，并提供相关的技术咨询服务。（涉及许可经营的凭许可证经营）。,,外资企业,汽车零部件及配件制造业,70,300,2003-12-17
上海江杨农产品批发市场经营管理有限公司,上海,上海市宝山区江杨北路８８号,刘利民,,,66241553,201901,市场经营管理服务，经营场地出租（筹建）（涉及许可证经营的凭许可证经营）。,,有限责任公司,市场管理服务业,180,245,2003-9-2
上海钱盛健身休闲有限公司,上海,上海市浦东新区机场镇陈胡村二队,陈忠,,,58931432,201202,饭菜（不含外送）、干点、湿点、饮料、酒、熟食；理发、美容、足浴（均不含按摩）；会展服务；百货、渔具、饲料的销售（以上涉及许可经营的凭许可证经营）。,,私营有限责任公司,娱乐服务业,30,100,2003-9-1
上海拜坡国际贸易有限公司,上海,上海市浦东高桥镇江东路１７１６号２４室,范振天,,,68001479,200137,自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止进出口的商品和技术除外，化工产品（除危险品）、机电设备、橡塑制品、金属材料、环保设备、纺织品、电子产品、五金建材、装璜材料的销售（涉及许可经营,,私营有限责任公司,化工材料批发业,50,100,2003-9-1
上海千松经贸发展有限公司,上海,上海市南汇区新场镇沪南公路７５５８－２号,明强胜,,,62290629,201314,自营和代理各类商品和技术的进出口（但国家限定公司经营或禁止进出口的商品和技术除外），机电产品及配件、电器设备、电子产品、汽摩配件、电线电缆、五金交电、百货、针纺织品、文具、化工原料及产品（除危险品）、,,私营有限责任公司,机械、电子设备批发业,100,100,2003-11-21
上海港港政管理中心,上海,上海市浦东新区丰和路１号,崔宝陵,,,65954629,200120,承担上海港港政管辖范围内港口岸线，水域工程，卫生和环境保护的港政管理职能。,,国有企业,水运辅助业,46,355,2003-9-1
依玛士（上海）标码技术有限公司,上海,上海市工业综合开发区,Omar Kerbage,,,54049565,201400,开发，制造，加工高科技标码设备及工业喷印设备，系统和相关产品，销售公司自产产品，并提供产品的售后技术服务（上述经营范围涉及许可经营的凭许可证经营）,,外资企业,技术推广和科技交流服务业,55,250,2003-12-9
上海茸平排水有限公司,上海,上海市松江区乐都路４２７号,何锦芳,,,57811594,201600,排水，雨水管道养护、疏通，下水道工程，建材批发零售，排水技术咨询服务（涉及许可经营的凭许可证经营）。,,有限责任公司,市政工程管理业,35,110,2003-9-1
上海上影国泰电影放映有限责任公司,上海,上海市卢湾区淮海中路８７０号,金国平,,,54042069,200020,电影放映；食品（不含熟食）、饮料及影视文化衍生产品（国家有专项规定的除外）的销售。（涉及许可经营的凭许可证经营）。,,有限责任公司,电影,30,200,2003-8-28
上海同振建筑科技有限公司,上海,上海市吴淞路６６９号３楼Ｂ座,龚仁明,,,63246180,200080,建筑材料、计算机软件领域内的四技服务。桥樑工程专业承包，建筑装饰，商务咨询（涉及许可经营的凭许可证经营）。,,私营有限责任公司,建筑材料批发业,38,100,2003-8-27
上海丽玟兴服饰有限公司,上海,上海市浦东新区三林镇金光村钱家堰队,杨建兴,,,50840808,200124,服装、服饰的加工、生产、销售（涉及许可经营的凭许可证经营）。,,私营有限责任公司,服装制造业,60,100,2003-8-29
上海吉尔吉日用品有限公司,上海,上海市浦东新区曹路镇顾曹路１０８５号,张重良,,,58632106,201209,牙刷、杯子的加工（涉及许可经营的凭许可证经营）。,,私营有限责任公司,鬃毛加工及制刷业,30,120,2003-8-27
上海长协汽车镜业有限公司,上海,上海市金山区干巷镇和平村,夏道余,,,57200225,201518,生产，开发各类汽车后视镜镜片及其他相关零部件，销售公司自产产品（涉及许可经营的凭许可证经营）,,与大陆合资经营企业,制镜业,35,100,2003-9-4
上海华日光电科技有限公司,上海,上海枫泾工业园区,李平,,,13757672388,201501,生产光电子器件及非金属制品模具制造，销售公司自产产品（涉及许可经营的凭许可证经营）,,与大陆合资经营企业,半导体器件制造业,30,118,2003-9-4
上海爱森同丰贸易有限公司,上海,上海市浦东新区曹路镇龚丰路７０９号,张群,,,58566006,201209,金属材料、塑料及制品、百货、针纺织品、办公用品、建筑装潢材料的销售（涉及许可经营的凭许可证经营）。,,私营有限责任公司,黑色金属材料批发业,40,100,2003-8-27
上海俊惠电器材料有限公司,上海,上海市闵行区梅陇镇爱国村,李旭明,,,64979264,201108,加工，生产洗碗机，烤箱，抽油烟机及各种家用小电器的零配件，销售自产产品。（涉及许可经营的凭许可证经营）。,,港、澳、台独资企业,排油烟机制造业,30,100,2003-9-18
上海成吉思文化传播有限公司,上海,上海市黄浦区傅家街６５号西２０７,王璐,,,53831724,200010,承接各类广告设计、制作，在本区范围内广告发布，市场营销策划，企业、个人形象策划，摄影，商务服务，文化艺术咨询，商务信息咨询，教育信息咨询，劳务服务，电脑图文设计制作，音响设备租赁，摄影器材的销售，工艺,,私营有限责任公司,广告业,80,100,2003-8-26
上海奥雅园林有限公司,上海,上海市长宁区绥宁路４９９号甲,罗士俊,,,62958881-1113,201103,园林绿化布置，园林绿化养护，绿色植物室内外租摆；苗木盆景，花卉，草皮及相关园林产品的销售。（涉及许可经营的凭许可证经营）。,,私营有限责任公司,园林绿化业,30,100,2003-8-25
上海绿色港湾福利院,上海,上海市卢湾区鲁班路４９９号,张惠英,,,63026669,200023,老年人住养、护理、康复,,其它经济,福利收容院,30,171,2003-8-20
上海江东泌尿外科医院有限公司,上海,上海市浦东新区金桥路３００号１号楼,施建勇,,,50348136,200129,外科，妇产科，麻醉科，医学检验科，医学影像科，中医科（凭许可证经营）。,,私营有限责任公司,专科医院,30,300,2003-8-21
上海温秋缘雅典皇宫沐浴有限公司,上海,上海市浦东新区钱仓路１号１－４楼裙房,温振普,,,68870165,200120,公共浴室，茶室，饭菜（不含外送），酒，饮料（凭许可证经营）。,,私营有限责任公司,沐浴业,200,200,2003-10-20
上海晶须复合材料制造有限公司,上海,上海市宝山区罗太路５９１号,唐培明,,,56863520,201908,无机盐复合材料制造，销售（以上涉及许可经营的凭许可证经营）。,,私营有限责任公司,无机盐制造业,100,420,2003-8-21
上海帕樱服饰有限公司,上海,上海市南汇区新场镇坦直工业园区（坦北村６组）,汤耀良,,,68171358,201321,服装，服饰品，制造。（凡涉及行政许可的凭许可证经营）。,,私营有限责任公司,服装制造业,40,300,2003-8-19
龙工（上海）液压有限公司,上海,上海市松江区新桥镇新茸路松南小区７号标准厂房,陈杰（执行董事）,,,57644558,201612,比例伺服液压技术的研发，低功率气动控制阀的生产，销售公司自产产品（涉及许可经营的凭许可证经营）,,港、澳、台独资企业,阀门制造业,400,128,2003-10-22
上海德驰电扶梯成套配件有限公司,上海,上海市宝山区顾村一号工业园区（富联二路）,陆炳芳,,,56333993,201906,电梯配件、自动扶梯配件、自动人行道成套配件制造、加工、销售（以上涉及许可经营的凭许可证经营）。,,私营有限责任公司,起重运输设备制造业,40,100,2003-8-18
上海农信餐饮有限公司,上海,上海市浦东新区金桥镇金明路２２０６号,盛剑英,,,58606942,201206,学生盒饭的生产，农副产品的销售，园林绿化（涉及许可经营的凭许可证经营）。,,私营有限责任公司,其他类未包括的餐饮业,30,100,2003-8-18
上海世纪联华超市虹口有限公司,上海,上海市东宝兴路７７７号,张琳琳,,,13564377331,200080,销售：食品（含熟食）及食品加工、制作，烟，酒，日用百货，五金交电，电脑器材及相关产品，针纺织品，服装鞋帽，建筑装潢材料，图书音响制品，家具（凡涉及许可经营的凭许可证经营）。,,有限责任公司,百货零售业,300,100,2003-8-19
旭淄机械（上海）有限公司,上海,上海市嘉定工业区３１号地块东块,冯振复,,,,201800,设计、生产三轴以上联动的数控机床及其配套零部件，销售本公司自产产品，并提供上述产品的售后服务和技术咨询（涉及许可经营的凭许可证经营）。,,外资企业,金属切削机床制造业,50,300,2003-10-10
上海亚士泰时装有限公司,上海,上海市松江区九亭镇沪松路１６２０弄２３号,山田信正MR,,,51012298,201615,生产，加工各类服装，纺织品，销售公司自产产品（涉及许可经营的凭许可证经营）,,外资企业,服装制造业,200,120,2003-9-25
通达扶桑印务（上海）有限公司,上海,上海市松江区九亭镇久富经济开发区盛龙路９９９号,王亚南,,,67691081,201615,生产各类不干胶标签，各类电器，汽车标贴及装饰件，销售公司自产产品（涉及许可经营的凭许可证经营）,,港、澳、台独资企业,包装装潢印刷业,40,100,2003-9-5
上海片江进出口有限公司,上海,上海市浦东新区长清路２２３８号３幢,周燕莉,,,64389747,200124,自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外），小五金、机械设备、制冷设备、仪器仪表、厨房用品、木材、家具、化工原料（除危险品）、办公用品、工艺品、农副产品、食品（不,,私营有限责任公司,五金、交电、化工批发业,30,100,2003-8-13
喜天国际贸易（上海）有限公司,上海,上海市外高桥保税区冰克路５００号６２６室,童中平,,,64053335,200131,国际贸易，转口贸易，保税区内企业间的贸易及贸易代理；通过国内有进出口经营权的企业代理与非保税区企业从事贸易业务；保税区内商业性简单加工；保税区内商务咨询服务（涉及许可证经营的凭许可证经营）。,,与大陆合资经营企业,商业经纪与代理业,30,121,2003-12-9
上海昌晶包装材料有限公司,上海,上海市浦东新区顾高公路３１３３号,俞善平,,,38983977,201209,包装装璜印刷，塑料制品的切割加工，纸箱的加工及销售，五金交电、办公用品的销售（涉及许可经营的凭许可证经营）。,,私营有限责任公司,包装装潢印刷业,50,150,2003-8-13
上海东风展智变压器有限公司,上海,上海市黄浦区北京东路４３２号６０５室,刘宝庆,,,63520223,200001,变压器、仪器仪表、电工器材、橡塑制品、电子元件、机械设备的销售。（以上范围涉及许可经营的凭许可证经营）。,,私营有限责任公司,机械、电子设备批发业,170,100,2003-8-14
上海大金宏服装有限公司,上海,上海市金山第二工业区,董川K,,,37260177,201512,生产各类高级时装及高档羽绒制品，销售自产产品（涉及许可经营的凭许可证经营）,,与大陆合作经营企业,服装制造业,850,150,2003-10-16
上海福嘉电子有限公司,上海,上海市嘉定区嘉唐公路５１１号,王小平,,,39959097,201807,生产电子元件，光电器件，发光二极管，数码管，销售本公司自产产品（涉及许可经营的凭许可证经营）,,中外合资经营企业,电子元件制造业,86,350,2003-10-30
上海松江巴比利服饰有限公司,上海,上海市松江区新桥镇春申村春业路１号,马里奥.巴比利,,,63611882,201613,生产各类服装和服饰用品，销售公司自产产品（涉及许可经营的凭许可证经营）,,中外合资经营企业,服装制造业,100,100,2003-10-8
热电（上海）仪器有限公司,上海,上海市金桥出口加工区金闽路１０２８号,JOSEPH SAMUEL WEBB,,,50804588,201206,生产分析仪器，测量和控制仪器，光学仪器及实验用仪器，采样器及消耗品，销售自产产品，并提供相关的技术咨询和售后服务（涉及许可经营的凭许可证经营）。,,外资企业,分析仪器制造业,30,100,2003-12-11
上海贯雷物流有限公司,上海,上海市闵行区江川路１８００号,陈国富,,,64352942,200240,普通货物运输，汽车配件。（涉及许可经营的凭许可证经营）。,,私营有限责任公司,汽车运输业,50,200,2003-8-11
上海乾乾建筑材料有限公司,上海,上海市浦东新区机场镇滨四村叶家宅７９号,朱雪红,,,58986901,201202,建筑材料、装潢材料、机电产品、金属材料、化工产品（除危险品）、橡塑制品的销售，五金件、木制品、服装的加工、销售（以上涉及许可经营的凭许可证经营）。,,私营有限责任公司,建筑材料批发业,100,100,2003-8-12
上海市宝山区高境地段医院,上海,上海市宝山区共康东路５５号,宋怀宝,,,13122225053,200439,国高境社区居民提供医疗、预防、保健、康复及健康教育等社区卫生服务。贯彻预防为主，防治结合方针。,,其它经济,其他医院,83,250,2003-8-12
上海华环金属材料企业发展中心,上海,上海市红柳路２６号,孙智勇,,,66959869,200331,金属材料（除专项），建材，机电产品，汽摩配件，日用百货，针纺织品，家用电器，五金配件，工艺美术品（除金银），玩具（销售）（凡涉及许可经营的项目凭许可证经营）。经营方式：销售。,,集体企业,黑色金属材料批发业,40,200,2003-8-12
上海伟德胶带厂,上海,上海市嘉定区安亭泰裕路８号,张惠丽,,,59503949,201814,汽摩配件，传动胶带，橡塑配件，金属材料加工（涉及许可经营的凭许可证经营）经营方式：生产，加工，销售,,集体企业,汽车零部件及配件制造业,30,200,2003-6-9
上海浦东祥顺商标包装印刷有限公司,上海,上海市浦东新区川沙镇黄楼渔塘路８８号,周建祥,,,58981841,201200,包装装潢印刷，服装服饰及辅料的生产、加工、销售，工艺品的销售（以上涉及许可经营的凭许可证经营）。,,私营有限责任公司,包装装潢印刷业,60,150,2003-8-11
上海永鸿实业集团服装有限公司,上海,上海市浦东新区联跃路１１５７号５幢,曹霞,,,58982237,201201,服装的加工、生产，服饰、鞋帽、服装面料的销售（以上涉及许可经营的凭许可证经营）。,,私营有限责任公司,服装制造业,100,100,2003-8-11
上海赛维洗涤设备制造有限公司,上海,上海安澜路６９号６０１室Ｙ座,孙维,,,63113422,200010,洗涤设备、耗材的研制、开发、销售，附设生产加工分支机构。（以上范围涉及许可经营的凭许可证经营）。,,私营有限责任公司,纺织、服装、皮革工业专用设备制造业,80,100,2003-8-8
上海锦通汽车销售有限公司,上海,上海市南汇区康桥镇沪南公路２６５７号,陶志宇,,,13311678322,201315,汽车（不含小轿车），汽车配件，汽车饰品，日用百货，五金交电，电子产品，销售，汽车装潢（除洗车）。（凡涉及行政许可的凭许可证经营）,,私营有限责任公司,汽车批发业,30,200,2003-8-11
上海上大陆家嘴珠宝研究中心有限公司,上海,上海市延长路１４９号科技楼３０３室,康慧军,,,56331597,200072,在珠宝、珠宝检测、新型宝石材料专业领域内从事“四技”服务及销售。（涉及许可经营的凭许可证经营）,,有限责任公司,技术推广和科技交流服务业,50,300,2003-8-8
上海芙儿优日用制品有限公司,上海,上海市南汇工业园区２号地块,徐坚宁,,,13801880909,201300,开发，加工母婴系列用品，宠物用品及其配件，销售公司自产产品。（涉及许可经营的凭许可证经营）,,港、澳、台独资企业,化妆品制造业,500,300,2003-8-27
恩亿凯嘉表面处理技术（上海）有限公司,上海,上海市莘庄工业区申富路以北，得丘园以西,Peter Sonne C.,,,54425442,201108,研究，开发，生产表面活性剂和水处理剂，销售自产产品并提供售后服务（涉及许可经营的凭许可证经营）,,外资企业,技术推广和科技交流服务业,30,126,2003-11-7
上海港申化工有限公司,上海,上海市嘉定区安亭镇大众工业园区三区,徐涵大,,,59597188,201814,生产防冻液，制动液，动力转向油，加工车用增强阻尼垫，销售本公司自产产品。（涉及许可经营的凭许可证经营）,,与大陆合资经营企业,专项化学用品制造业,50,300,2003-10-21
上海欧威来机电成套有限公司,上海,上海市松江区新佘山经济园区Ａ区１５２室,庞小峰,,,57657160,201602,机械设备、电器原件、自动控制设备、化工原料（除危险品）、建筑装潢材料、五金交电、计算机配件、日用百货、电子产品、办公设备、办公用品、批发零售。（涉及许可证凭许可证经营）。,,私营有限责任公司,机械、电子设备批发业,82,100,2003-8-7
凯伯精密机械（上海）有限公司,上海,上海市嘉定区马陆镇机械工业园区纬一路南侧,蔡清哲,,,59158718,201801,生产三轴以上联动的数控机床，数控系统及伺服装置，销售本公司自产产品并提供售后服务（涉及许可经营的凭许可证经营）,,外资企业,金属切削机床制造业,100,210,2003-10-13
上海西林园艺有限公司,上海,上海市闵行区虹梅南路１７５５号,徐于到,,,54404371,200237,花卉、苗木、切花、盆景的种植及销售、批发。假山、喷泉制作、绿化养护，（涉及许可经营的凭许可证经营）。,,私营有限责任公司,种植业,30,100,2003-8-4
上海市房屋维修资金管理中心,上海,上海市北京西路９９号１３楼,池福良,,,63193188-13014,200003,"负责全市房屋维修资金筹集，使用的监管，协调，指导和检查，负责首期归集房屋维修资金的增值动作，负责对区（县）房屋维修资金管理中心的业务领导，监督和培训。	",,其它经济,国家机关,30,128,2003-8-7
比光基冷光科技发展（上海）有限公司,上海,上海市闵行区春申路２３２９号,曹学群,,,13601912327,200233,电子元器件，冷光照明器具的开发，生产，销售自产产品。（涉及许可经营的凭许可证经营）,,外资企业,电子元件制造业,100,210,2003-8-12
上海振达粮油经营有限公司,上海,上海市浦东新区博山路４８号二楼,吴辉,,,,200135,粮油及制品、饲料的销售，附设分支机构（以上涉及许可经营的凭许可证经营）。,,私营有限责任公司,粮食、食用油批发业,57,100,2003-9-11
上海如吉贸易有限公司,上海,上海市浦东新区龙东大道６１１１号,钱崇候,,,58978030,201201,自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外），纺织品及原料（除棉花收购）、机电产品、工艺品的销售（涉及许可经营的凭许可证经营）。,,私营有限责任公司,纺织品批发业,30,100,2003-8-4
宇旭时装（上海）有限公司,上海,上海市闵行区吴泾镇星火村,金一圭UK,,,54481004-512,201100,生产服装，服饰，箱包，床上用品，布艺饰品，窗帘，台布，沙发套和长毛绒玩具及其相关产品，销售自产产品。（涉及许可经营的凭许可证经营）,,中外合资经营企业,服装制造业,200,200,2003-9-3
上海攀申国际贸易有限公司,上海,上海市浦东新区唐镇共青路７７６弄６５号７幢,车立秀,,,13916618035,201201,自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外），化工原料及产品（除危险品）、木材纸浆及制品、金属材料、建筑装潢材料、矿产品（除专项审批）、包装材料、五金交电、日用百货,,私营有限责任公司,化工材料批发业,40,100,2003-7-31
印福食品产品服务（上海）有限公司,上海,上海市虹口区水电路１２０号,ANDREE HALIMM,,,,200083,销售和代理销售上海印刷油脂工业有限公司和福建印福油脂工业有限公司生产的产品（涉及许可经营的凭许可证经营）,,外资企业,粮食、食用油批发业,100,100,2003-11-11
上海高远大酒店有限公司,上海,上海市静安区余姚路３３８号,邹蕴玉,,,62156195,200042,饭菜（不含外送），酒，饮料，旅馆，棋牌室，健身。（涉及许可经营的凭许可证经营）。,,有限责任公司,正餐,40,100,2003-7-31
上海川鼎国际贸易有限公司,上海,上海市浦东新区合庆镇友谊村一队顾家宅９５号,马长生,,,58970491,201201,自营和代理各类商品和技术的进出口（国家限定公司经营或禁止进出口的商品和技术除外），服装的生产、加工、销售，五金交电、电线电缆、机械设备、汽配、建筑装潢材料、包装材料、印刷器材的销售（以上涉及许可经营的,,私营有限责任公司,服装制造业,108,150,2003-7-30
上海明浩机械制造有限公司,上海,上海市浦东新区金桥镇唐陆路１２２５号,徐明浩,,,58549918,201206,冷作、钣金、焊接加工，非标设备制造、安装，机械式立体停车设备制造、安装。（涉及许可经营的凭许可证经营）。,,私营有限责任公司,普通机械修理业,30,100,2003-7-25
